"scientificName","Family","nativeStatus","plantOrigin"
"Nierembergia","Solanaceae","L48(I)","alien"
"Nierembergia hippomanica","Solanaceae","L48(I)","alien"
"Nierembergia hippomanica var. caerulea","Solanaceae","L48(I)","alien"
"Nierembergia scoparia","Solanaceae","L48(I)","alien"
"Nigella","Ranunculaceae","L48(I)CAN(W)","alien"
"Nigella damascena","Ranunculaceae","L48(I)CAN(W)","alien"
"Nigella hispanica","Ranunculaceae",NA,NA
"Nigella sativa","Ranunculaceae","L48(I)","alien"
"Niphidium","Polypodiaceae",NA,NA
"Niphidium crassifolium","Polypodiaceae","PR(N)",NA
"Nipponanthemum","Asteraceae","L48(I)","alien"
"Nipponanthemum nipponicum","Asteraceae","L48(I)","alien"
"Nissolia","Fabaceae","L48(N)","native"
"Nissolia platycalyx","Fabaceae","L48(N)","native"
"Nissolia schottii","Fabaceae","L48(N)","native"
"Nissolia wislizeni","Fabaceae","L48(N)","native"
"Nitrophila","Chenopodiaceae","L48(N)","native"
"Nitrophila mohavensis","Chenopodiaceae","L48(N)","native"
"Nitrophila occidentalis","Chenopodiaceae","L48(N)","native"
"Noccaea","Brassicaceae","L48(N)CAN(N)","native"
"Noccaea arctica","Brassicaceae","AK(N)CAN(N)NA(N)","native"
"Noccaea cochleariformis","Brassicaceae",NA,NA
"Noccaea fendleri","Brassicaceae","L48(N)","native"
"Noccaea fendleri ssp. californica","Brassicaceae","L48(N)","native"
"Noccaea fendleri ssp. fendleri","Brassicaceae","L48(N)","native"
"Noccaea fendleri ssp. glauca","Brassicaceae","L48(N)","native"
"Noccaea fendleri ssp. idahoensis","Brassicaceae","L48(N)","native"
"Noccaea fendleri ssp. siskiyouensis","Brassicaceae","L48(N)","native"
"Noccaea montana","Brassicaceae",NA,NA
"Noccaea parviflora","Brassicaceae","L48(N)","native"
"Nodobryoria","Parmeliaceae","NA(N)","native"
"Nodobryoria abbreviata","Parmeliaceae","NA(N)","native"
"Nodobryoria oregana","Parmeliaceae","NA(N)","native"
"Nodobryoria subdivergens","Parmeliaceae","NA(N)","native"
"Nolina","Liliaceae","L48(N)","native"
"Nolina arenicola","Liliaceae","L48(N)","native"
"Nolina atopocarpa","Liliaceae","L48(N)","native"
"Nolina bigelovii","Liliaceae","L48(N)","native"
"Nolina brittoniana","Liliaceae","L48(N)","native"
"Nolina cismontana","Liliaceae","L48(N)","native"
"Nolina erumpens","Liliaceae","L48(N)","native"
"Nolina georgiana","Liliaceae","L48(N)","native"
"Nolina greenei","Liliaceae","L48(N)","native"
"Nolina interrata","Liliaceae","L48(N)","native"
"Nolina lindheimeriana","Liliaceae","L48(N)","native"
"Nolina micrantha","Liliaceae","L48(N)","native"
"Nolina microcarpa","Liliaceae","L48(N)","native"
"Nolina parryi","Liliaceae","L48(N)","native"
"Nolina texana","Liliaceae","L48(N)","native"
"Nomaphila","Acanthaceae","L48(I)","alien"
"Nomaphila stricta","Acanthaceae","L48(I)","alien"
"Nonea","Boraginaceae","L48(I)CAN(I)","alien"
"Nonea lutea","Boraginaceae","L48(I)","alien"
"Nonea rosea","Boraginaceae","L48(I)","alien"
"Nonea versicolor","Boraginaceae","CAN(I)NA(I)","alien"
"Nonea vesicaria","Boraginaceae","L48(I)CAN(I)","alien"
"Normandina","Uncertain Ascomycota Family","NA(N)","native"
"Normandina pulchella","Uncertain Ascomycota Family","NA(N)","native"
"Noronhia","Oleaceae","L48(I)","alien"
"Noronhia emarginata","Oleaceae","L48(I)","alien"
"Nothocalais","Asteraceae","L48(N)CAN(N)","native"
"Nothocalais alpestris","Asteraceae","L48(N)","native"
"Nothocalais cuspidata","Asteraceae","L48(N)CAN(N)","native"
"Nothocalais nigrescens","Asteraceae","L48(N)","native"
"Nothocalais troximoides","Asteraceae","L48(N)CAN(N)","native"
"Nothocestrum","Solanaceae",NA,NA
"Nothocestrum breviflorum","Solanaceae","HI(N)",NA
"Nothocestrum latifolium","Solanaceae","HI(N)",NA
"Nothocestrum longifolium","Solanaceae","HI(N)",NA
"Nothocestrum peltatum","Solanaceae","HI(N)",NA
"Nothochelone","Scrophulariaceae","L48(N)CAN(N)","native"
"Nothochelone nemorosa","Scrophulariaceae","L48(N)CAN(N)","native"
"Nothofagus","Betulaceae",NA,NA
"Nothofagus dombeyi","Betulaceae",NA,NA
"Nothofagus obliqua","Betulaceae",NA,NA
"Notholaena","Pteridaceae","L48(N)","native"
"Notholaena aliena","Pteridaceae","L48(N)","native"
"Notholaena aschenborniana","Pteridaceae","L48(N)","native"
"Notholaena californica","Pteridaceae","L48(N)","native"
"Notholaena californica ssp. californica","Pteridaceae","L48(N)","native"
"Notholaena californica ssp. leucophylla","Pteridaceae","L48(N)","native"
"Notholaena copelandii","Pteridaceae","L48(N)","native"
"Notholaena grayi","Pteridaceae","L48(N)","native"
"Notholaena grayi ssp. grayi","Pteridaceae","L48(N)","native"
"Notholaena grayi ssp. sonorensis","Pteridaceae","L48(N)","native"
"Notholaena greggii","Pteridaceae","L48(N)","native"
"Notholaena lemmonii","Pteridaceae","L48(N)","native"
"Notholaena nealleyi","Pteridaceae","L48(N)","native"
"Notholaena neglecta","Pteridaceae","L48(N)","native"
"Notholaena schaffneri","Pteridaceae",NA,NA
"Notholaena standleyi","Pteridaceae","L48(N)","native"
"Notholaena trichomanoides","Pteridaceae","PR(N)",NA
"Notholithocarpus","Fagaceae","L48(N)","native"
"Notholithocarpus densiflorus","Fagaceae","L48(N)","native"
"Notholithocarpus densiflorus f. attenuatodentatus","Fagaceae","L48(N)","native"
"Notholithocarpus densiflorus var. densiflorus","Fagaceae","L48(N)","native"
"Notholithocarpus densiflorus var. echinoides","Fagaceae","L48(N)","native"
"Nothoperanema","Dryopteridaceae",NA,NA
"Nothoperanema rubiginosum","Dryopteridaceae","HI(N)",NA
"Nothoscordum","Liliaceae","L48(I,N)","native"
"Nothoscordum bivalve","Liliaceae","L48(N)","native"
"Nothoscordum borbonicum","Liliaceae","L48(I)","alien"
"Nothoscordum gracile","Liliaceae","L48(I)","alien"
"Nothoscordum texanum","Liliaceae","L48(N)","native"
"Notocactus","Cactaceae",NA,NA
"Notothylas","Notothyladaceae","NA(N)","native"
"Notothylas breutelii","Notothyladaceae","NA(N)","native"
"Notothylas orbicularis","Notothyladaceae","NA(N)","native"
"Notothylas orbicularis var. orbicularis","Notothyladaceae","NA(N)","native"
"Notothylas orbicularis var. pseudotemperata","Notothyladaceae","NA(N)","native"
"Nototrichium","Amaranthaceae",NA,NA
"Nototrichium divaricatum","Amaranthaceae","HI(N)",NA
"Nototrichium humile","Amaranthaceae","HI(N)",NA
"Nototrichium sandwicense","Amaranthaceae","HI(N)",NA
"Nowellia","Cephaloziaceae","NA(N)","native"
"Nowellia curvifolia","Cephaloziaceae","NA(N)","native"
"Nuphar","Nymphaeaceae","L48(N)CAN(N)SPM(N)","native"
"Nuphar lutea","Nymphaeaceae","L48(N)AK(N)CAN(N)SPM(N)","native"
"Nuphar lutea ssp. advena","Nymphaeaceae","L48(N)CAN(N)","native"
"Nuphar lutea ssp. orbiculata","Nymphaeaceae","L48(N)","native"
"Nuphar lutea ssp. polysepala","Nymphaeaceae","L48(N)AK(N)CAN(N)","native"
"Nuphar lutea ssp. pumila","Nymphaeaceae","L48(N)CAN(N)","native"
"Nuphar lutea ssp. rubrodisca","Nymphaeaceae","L48(N)CAN(N)","native"
"Nuphar lutea ssp. sagittifolia","Nymphaeaceae","L48(N)","native"
"Nuphar lutea ssp. ulvacea","Nymphaeaceae","L48(N)","native"
"Nuphar lutea ssp. variegata","Nymphaeaceae","L48(N)CAN(N)SPM(N)","native"
"Nuttallanthus","Scrophulariaceae","L48(N)CAN(N)","native"
"Nuttallanthus canadensis","Scrophulariaceae","L48(N)CAN(N)","native"
"Nuttallanthus floridanus","Scrophulariaceae","L48(N)","native"
"Nuttallanthus texanus","Scrophulariaceae","L48(N)HI(I)CAN(N)","native"
"Nyctaginia","Nyctaginaceae","L48(N)","native"
"Nyctaginia capitata","Nyctaginaceae","L48(N)","native"
"Nylandtia","Polygalaceae",NA,NA
"Nylandtia spinosa","Polygalaceae",NA,NA
"Nymphaea","Nymphaeaceae","L48(I,N)CAN(I,N)","native"
"Nymphaea X daubenyana","Nymphaeaceae","L48(N)","native"
"Nymphaea X marliacea","Nymphaeaceae","L48(I)","alien"
"Nymphaea X thiona","Nymphaeaceae","L48(N)","native"
"Nymphaea alba","Nymphaeaceae","CAN(I)NA(I)","alien"
"Nymphaea amazonum","Nymphaeaceae","PR(N)",NA
"Nymphaea ampla","Nymphaeaceae","L48(N)PR(N)VI(N)","native"
"Nymphaea ampla var. ampla","Nymphaeaceae","L48(N)PR(N)VI(N)","native"
"Nymphaea ampla var. pulchella","Nymphaeaceae","PR(N)VI(N)",NA
"Nymphaea caerulea","Nymphaeaceae","HI(I)",NA
"Nymphaea capensis","Nymphaeaceae","L48(I)HI(I)","alien"
"Nymphaea capensis var. capensis","Nymphaeaceae",NA,NA
"Nymphaea conardii","Nymphaeaceae","PR(N)",NA
"Nymphaea elegans","Nymphaeaceae","L48(N)","native"
"Nymphaea glandulifera","Nymphaeaceae",NA,NA
"Nymphaea jamesoniana","Nymphaeaceae","L48(I)PR(I)","alien"
"Nymphaea leibergii","Nymphaeaceae","L48(N)CAN(N)","native"
"Nymphaea lotus","Nymphaeaceae","L48(I)","alien"
"Nymphaea mexicana","Nymphaeaceae","L48(N)CAN(I)","native"
"Nymphaea odorata","Nymphaeaceae","L48(N)AK(I)PR(N)CAN(N)","native"
"Nymphaea odorata ssp. odorata","Nymphaeaceae","L48(N)AK(I)PR(N)CAN(N)","native"
"Nymphaea odorata ssp. tuberosa","Nymphaeaceae","L48(N)CAN(N)","native"
"Nymphaea rudgeana","Nymphaeaceae","PR(N)",NA
"Nymphaea tetragona","Nymphaeaceae","L48(N)AK(N)CAN(N)","native"
"Nymphoides","Menyanthaceae","L48(I,N)CAN(I,N)","native"
"Nymphoides aquatica","Menyanthaceae","L48(N)","native"
"Nymphoides aquatica X cordata","Menyanthaceae","L48(N)","native"
"Nymphoides cordata","Menyanthaceae","L48(N)CAN(N)","native"
"Nymphoides cristata","Menyanthaceae","L48(I)","alien"
"Nymphoides humboldtiana","Menyanthaceae","L48(I)PR(N)","alien"
"Nymphoides indica","Menyanthaceae","L48(I)PR(N)","alien"
"Nymphoides peltata","Menyanthaceae","L48(I)CAN(I)","alien"
"Nypa","Arecaceae",NA,NA
"Nypa fruticans","Arecaceae","L48(NI)","native"
"Nyssa","Cornaceae","L48(N)CAN(N)","native"
"Nyssa aquatica","Cornaceae","L48(N)","native"
"Nyssa biflora","Cornaceae","L48(N)","native"
"Nyssa ogeche","Cornaceae","L48(N)","native"
"Nyssa sylvatica","Cornaceae","L48(N)CAN(N)","native"
"Nyssa ursina","Cornaceae","L48(N)","native"
"Oberonia","Orchidaceae",NA,NA
"Oberonia palawensis","Orchidaceae","L48(N)","native"
"Oberonia rotunda","Orchidaceae","L48(N)","native"
"Obolaria","Gentianaceae","L48(N)","native"
"Obolaria virginica","Gentianaceae","L48(N)","native"
"Ocellularia","Thelotremataceae","NA(N)","native"
"Ocellularia americana","Thelotremataceae","NA(N)","native"
"Ocellularia auberiana","Thelotremataceae","NA(N)","native"
"Ocellularia cavata","Thelotremataceae","NA(N)","native"
"Ocellularia concolor","Thelotremataceae","NA(N)","native"
"Ocellularia emersa","Thelotremataceae","NA(N)","native"
"Ocellularia fissa","Thelotremataceae","NA(N)","native"
"Ocellularia granulosa","Thelotremataceae","NA(N)","native"
"Ocellularia leiostoma","Thelotremataceae","NA(N)","native"
"Ocellularia praestans","Thelotremataceae","NA(N)","native"
"Ocellularia retispora","Thelotremataceae","NA(N)","native"
"Ocellularia sanfordiana","Thelotremataceae","NA(N)","native"
"Ocellularia stictidea","Thelotremataceae","NA(N)","native"
"Ochna","Ochnaceae","L48(I)","alien"
"Ochna jabotapita","Ochnaceae","PR(I)",NA
"Ochna mossambicensis","Ochnaceae","PR(I)",NA
"Ochna serrulata","Ochnaceae","L48(I)HI(I)","alien"
"Ochna thomasiana","Ochnaceae","HI(I)",NA
"Ochrolechia","Pertusariaceae","NA(N)","native"
"Ochrolechia africana","Pertusariaceae","NA(N)","native"
"Ochrolechia androgyna","Pertusariaceae","NA(N)","native"
"Ochrolechia antillarum","Pertusariaceae","NA(N)","native"
"Ochrolechia arborea","Pertusariaceae","NA(N)","native"
"Ochrolechia bryophaga","Pertusariaceae","NA(N)","native"
"Ochrolechia farinacea","Pertusariaceae","NA(N)","native"
"Ochrolechia frigida","Pertusariaceae","NA(N)","native"
"Ochrolechia gowardii","Pertusariaceae","NA(N)","native"
"Ochrolechia grimmiae","Pertusariaceae","NA(N)","native"
"Ochrolechia groenlandica","Pertusariaceae","NA(N)","native"
"Ochrolechia gyalectina","Pertusariaceae","NA(N)","native"
"Ochrolechia inaequatula","Pertusariaceae","NA(N)","native"
"Ochrolechia juvenalis","Pertusariaceae","NA(N)","native"
"Ochrolechia laevigata","Pertusariaceae","NA(N)","native"
"Ochrolechia mexicana","Pertusariaceae","NA(N)","native"
"Ochrolechia montana","Pertusariaceae","NA(N)","native"
"Ochrolechia oregonensis","Pertusariaceae","NA(N)","native"
"Ochrolechia pseudopallescens","Pertusariaceae","NA(N)","native"
"Ochrolechia rhodoleuca","Pertusariaceae","NA(N)","native"
"Ochrolechia subathallina","Pertusariaceae","NA(N)","native"
"Ochrolechia subisidiata","Pertusariaceae","NA(N)","native"
"Ochrolechia subpallescens","Pertusariaceae","NA(N)","native"
"Ochrolechia subplicans","Pertusariaceae","NA(N)","native"
"Ochrolechia subplicans ssp. hultenii","Pertusariaceae","NA(N)","native"
"Ochrolechia subplicans ssp. subplicans","Pertusariaceae","NA(N)","native"
"Ochrolechia szatalaensis","Pertusariaceae","NA(N)","native"
"Ochrolechia tartarea","Pertusariaceae","NA(N)","native"
"Ochrolechia trachydactyla","Pertusariaceae","NA(N)","native"
"Ochrolechia trochophora","Pertusariaceae","NA(N)","native"
"Ochrolechia trochophora var. pruinirosella","Pertusariaceae","NA(N)","native"
"Ochrolechia trochophora var. trochophora","Pertusariaceae","NA(N)","native"
"Ochrolechia turneri","Pertusariaceae","NA(N)","native"
"Ochrolechia upsaliensis","Pertusariaceae","NA(N)","native"
"Ochrolechia xanthostoma","Pertusariaceae","NA(N)","native"
"Ochrolechia yasudae","Pertusariaceae","NA(N)","native"
"Ochroma","Bombacaceae",NA,NA
"Ochroma pyramidale","Bombacaceae","L48(I)PR(N)","alien"
"Ochrosia","Apocynaceae","L48(I)","alien"
"Ochrosia compta","Apocynaceae","HI(N)",NA
"Ochrosia elliptica","Apocynaceae","L48(I)","alien"
"Ochrosia haleakalae","Apocynaceae","HI(N)",NA
"Ochrosia kauaiensis","Apocynaceae","HI(N)",NA
"Ochrosia kilaueaensis","Apocynaceae","HI(N)",NA
"Ochrosia mariannensis","Apocynaceae",NA,NA
"Ochthochloa","Poaceae",NA,NA
"Ochthochloa compressa","Poaceae",NA,NA
"Ocimum","Lamiaceae","L48(I,N)","native"
"Ocimum basilicum","Lamiaceae","L48(I)HI(I)PR(I)","alien"
"Ocimum campechianum","Lamiaceae","L48(N)PR(N)VI(N)","native"
"Ocimum canum","Lamiaceae",NA,NA
"Ocimum gratissimum","Lamiaceae","HI(I)",NA
"Ocimum kilimandscharicum","Lamiaceae",NA,NA
"Ocimum tenuiflorum","Lamiaceae","L48(I)PR(I)","alien"
"Oclemena","Asteraceae","L48(N)CAN(N)SPM(N)","native"
"Oclemena X blakei","Asteraceae","L48(N)CAN(N)","native"
"Oclemena acuminata","Asteraceae","L48(N)CAN(N)","native"
"Oclemena nemoralis","Asteraceae","L48(N)CAN(N)SPM(N)","native"
"Oclemena reticulata","Asteraceae","L48(N)","native"
"Ocotea","Lauraceae",NA,NA
"Ocotea floribunda","Lauraceae","PR(N)VI(N)",NA
"Ocotea foeniculacea","Lauraceae","PR(N)",NA
"Ocotea foetens","Lauraceae",NA,NA
"Ocotea leucoxylon","Lauraceae","PR(N)VI(N)",NA
"Ocotea moschata","Lauraceae","PR(N)",NA
"Ocotea nemodaphne","Lauraceae","PR(N)",NA
"Ocotea portoricensis","Lauraceae","PR(N)",NA
"Ocotea spathulata","Lauraceae","PR(N)",NA
"Ocotea wrightii","Lauraceae","PR(N)",NA
"Octoblepharum","Leucobryaceae","NA(N)","native"
"Octoblepharum albidum","Leucobryaceae","NA(N)","native"
"Odontites","Scrophulariaceae","L48(I)CAN(I)SPM(I)","alien"
"Odontites vernus","Scrophulariaceae","L48(I)CAN(I)SPM(I)","alien"
"Odontites vernus ssp. serotinus","Scrophulariaceae","L48(I)CAN(I)SPM(I)","alien"
"Odontoglossum","Orchidaceae",NA,NA
"Odontoglossum triumphans","Orchidaceae",NA,NA
"Odontonema","Acanthaceae","L48(I)","alien"
"Odontonema callistachyum","Acanthaceae","L48(I)","alien"
"Odontonema cuspidatum","Acanthaceae","L48(I)HI(I)PR(I)","alien"
"Odontonema nitidum","Acanthaceae","VI(N)",NA
"Odontonema tubiforme","Acanthaceae","L48(I)HI(I)PR(I)","alien"
"Odontoschisma","Cephaloziaceae","NA(N)","native"
"Odontoschisma denudatum","Cephaloziaceae","NA(N)","native"
"Odontoschisma denudatum var. denudatum","Cephaloziaceae","NA(N)","native"
"Odontoschisma denudatum var. laevissima","Cephaloziaceae","NA(N)","native"
"Odontoschisma elongatum","Cephaloziaceae","NA(N)","native"
"Odontoschisma gibbsiae","Cephaloziaceae","NA(N)","native"
"Odontoschisma macounii","Cephaloziaceae","NA(N)","native"
"Odontoschisma prostratum","Cephaloziaceae","NA(N)","native"
"Odontoschisma sphagni","Cephaloziaceae","NA(N)","native"
"Odontosoria","Dennstaedtiaceae","L48(N)","native"
"Odontosoria aculeata","Dennstaedtiaceae","PR(N)VI(N)",NA
"Odontosoria chinensis","Dennstaedtiaceae","L48(N)HI(N)","native"
"Odontosoria clavata","Dennstaedtiaceae","L48(N)PR(N)VI(N)","native"
"Odontosoria scandens","Dennstaedtiaceae","PR(N)",NA
"Odontostomum","Liliaceae","L48(N)","native"
"Odontostomum hartwegii","Liliaceae","L48(N)","native"
"Oeceoclades","Orchidaceae","L48(I)","alien"
"Oeceoclades maculata","Orchidaceae","L48(I)PR(I)VI(I)","alien"
"Oedipodium","Oedipodiaceae","NA(N)","native"
"Oedipodium griffithianum","Oedipodiaceae","NA(N)","native"
"Oemleria","Rosaceae","L48(N)CAN(N)","native"
"Oemleria cerasiformis","Rosaceae","L48(N)CAN(N)","native"
"Oenanthe","Apiaceae","L48(I,N)CAN(N)","native"
"Oenanthe aquatica","Apiaceae","L48(I)","alien"
"Oenanthe javanica","Apiaceae","L48(I)","alien"
"Oenanthe javanica ssp. javanica","Apiaceae",NA,NA
"Oenanthe javanica ssp. stolonifera","Apiaceae",NA,NA
"Oenanthe laciniata","Apiaceae",NA,NA
"Oenanthe pimpinelloides","Apiaceae","L48(I)","alien"
"Oenanthe sarmentosa","Apiaceae","L48(N)AK(N)CAN(N)","native"
"Oenothera","Onagraceae","L48(I,N)CAN(I,N)SPM(I,N)","native"
"Oenothera acutissima","Onagraceae","L48(N)","native"
"Oenothera affinis","Onagraceae","HI(I)",NA
"Oenothera albicaulis","Onagraceae","L48(N)","native"
"Oenothera argillicola","Onagraceae","L48(N)","native"
"Oenothera arida","Onagraceae","L48(N)","native"
"Oenothera arizonica","Onagraceae","L48(N)","native"
"Oenothera biennis","Onagraceae","L48(N)CAN(N)","native"
"Oenothera boquillensis","Onagraceae","L48(N)","native"
"Oenothera brachycarpa","Onagraceae","L48(N)","native"
"Oenothera caespitosa","Onagraceae","L48(N)CAN(N)","native"
"Oenothera caespitosa ssp. caespitosa","Onagraceae","L48(N)CAN(N)","native"
"Oenothera caespitosa ssp. crinita","Onagraceae","L48(N)","native"
"Oenothera caespitosa ssp. macroglottis","Onagraceae","L48(N)","native"
"Oenothera caespitosa ssp. marginata","Onagraceae","L48(N)","native"
"Oenothera caespitosa ssp. navajoensis","Onagraceae","L48(N)","native"
"Oenothera calcicola","Onagraceae","L48(N)","native"
"Oenothera californica","Onagraceae","L48(N)","native"
"Oenothera californica ssp. avita","Onagraceae","L48(N)","native"
"Oenothera californica ssp. californica","Onagraceae","L48(N)","native"
"Oenothera californica ssp. eurekensis","Onagraceae","L48(N)","native"
"Oenothera canescens","Onagraceae","L48(N)","native"
"Oenothera cavernae","Onagraceae","L48(N)","native"
"Oenothera cinerea","Onagraceae","L48(I,N)","native"
"Oenothera cinerea ssp. cinerea","Onagraceae","L48(I,N)","native"
"Oenothera cinerea ssp. parksii","Onagraceae","L48(N)","native"
"Oenothera clelandii","Onagraceae","L48(N)CAN(N)","native"
"Oenothera coloradensis","Onagraceae","L48(N)","native"
"Oenothera coloradensis ssp. coloradensis","Onagraceae","L48(N)","native"
"Oenothera coloradensis ssp. neomexicana","Onagraceae","L48(N)","native"
"Oenothera cordata","Onagraceae","L48(I)","alien"
"Oenothera coronopifolia","Onagraceae","L48(N)","native"
"Oenothera coryi","Onagraceae","L48(N)","native"
"Oenothera curtiflora","Onagraceae","L48(N)","native"
"Oenothera curtissii","Onagraceae","L48(N)","native"
"Oenothera deltoides","Onagraceae","L48(N)","native"
"Oenothera deltoides ssp. ambigua","Onagraceae","L48(N)","native"
"Oenothera deltoides ssp. cognata","Onagraceae","L48(N)","native"
"Oenothera deltoides ssp. deltoides","Onagraceae","L48(N)","native"
"Oenothera deltoides ssp. howellii","Onagraceae","L48(N)","native"
"Oenothera deltoides ssp. piperi","Onagraceae","L48(N)","native"
"Oenothera demareei","Onagraceae","L48(N)","native"
"Oenothera drummondii","Onagraceae","L48(N)","native"
"Oenothera elata","Onagraceae","L48(N)","native"
"Oenothera elata ssp. hirsutissima","Onagraceae","L48(N)","native"
"Oenothera elata ssp. hookeri","Onagraceae","L48(N)","native"
"Oenothera engelmannii","Onagraceae","L48(N)","native"
"Oenothera falfurriae","Onagraceae","L48(N)","native"
"Oenothera filiformis","Onagraceae","L48(N)CAN(N)","native"
"Oenothera filipes","Onagraceae","L48(N)","native"
"Oenothera flava","Onagraceae","L48(N)CAN(N)","native"
"Oenothera flava ssp. flava","Onagraceae","L48(N)CAN(N)","native"
"Oenothera flava ssp. taraxacoides","Onagraceae","L48(N)","native"
"Oenothera fruticosa","Onagraceae","L48(N)CAN(N)","native"
"Oenothera fruticosa ssp. fruticosa","Onagraceae","L48(N)","native"
"Oenothera fruticosa ssp. tetragona","Onagraceae","L48(N)CAN(N)","native"
